Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,2018-04-29 01:36:13+00:00,1.0,0.0,0.0,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk… https://t.co/RlgrtKAZza,261,@CBS
0.562,2018-04-29 01:36:08+00:00,0.644,0.149,0.207,"RT @SickMuse22: I'm devastated by what the victims of the #GoldenStateKiller went through, but I'm so proud of the survivors... Inspiring!…",262,@CBS
0.0,2018-04-29 01:35:39+00:00,1.0,0.0,0.0,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk… https://t.co/Se3KdW2a4g,263,@CBS
0.09,2018-04-29 01:35:29+00:00,0.674,0.177,0.149,"@CBSNews ""news"" didn't report over 41 Palestinian Protesters killed by IDF snipers- but did air DC Party , weather… https://t.co/ETn9dQFJ8y",264,@CBS
0.562,2018-04-29 01:35:14+00:00,0.644,0.149,0.207,"RT @SickMuse22: I'm devastated by what the victims of the #GoldenStateKiller went through, but I'm so proud of the survivors... Inspiring!…",265,@CBS
0.712,2018-04-29 01:35:11+00:00,0.846,0.0,0.154,"RT @4WCowgirl: Did you hear us in Michigan @CNN @NBC @CBS @ABC ? That`s how all of us feel in the ""fly over zone' We LOVE our President, yo…",266,@CBS
0.712,2018-04-29 01:35:04+00:00,0.846,0.0,0.154,"RT @4WCowgirl: Did you hear us in Michigan @CNN @NBC @CBS @ABC ? That`s how all of us feel in the ""fly over zone' We LOVE our President, yo…",267,@CBS
0.0,2018-04-29 01:35:03+00:00,1.0,0.0,0.0,@DarkOpsSquirrel @ColoradoGirl2A @Education4Libs @realDonaldTrump @Fuctupmind @bbusa617 @BillSpadea @twistedhumor63… https://t.co/KQSksHobD5,268,@CBS
0.0,2018-04-29 01:35:03+00:00,1.0,0.0,0.0,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk… https://t.co/0Ku0ldF2Mc,269,@CBS
0.817,2018-04-29 01:34:52+00:00,0.691,0.0,0.309,"RT @ofmyships: I need #CagneyandLacey to be picked up @CBS . Please make that possible. Because well, she.. she is more than amazing. ❤ htt…",270,@CBS
0.517,2018-04-29 01:34:47+00:00,0.638,0.156,0.206,"I'm devastated by what the victims of the #GoldenStateKiller went through, but I'm so proud of the survivors... Ins… https://t.co/LzlhnpRHJH",271,@CBS
-0.649,2018-04-29 01:34:37+00:00,0.719,0.281,0.0,@CBS  ‘s 48 Hours is bringing it on The Golden State Killer,272,@CBS
0.0,2018-04-29 01:34:02+00:00,1.0,0.0,0.0,"RT @cnewlms1: REPORT THE CORRUPT CLINTONS
  @CNNPolitics @CNN @ABC @abcnews @ABCPolitics @CBSNews @CBS @NBCNews @MSNBC https://t.co/ggs6iAE…",273,@CBS
0.0,2018-04-29 01:34:01+00:00,1.0,0.0,0.0,"RT @petefrt: FULL EVENT: President Donald Trump MASSIVE Rally in Washington, Michigan - April 28, 2018

ICYMI @abc @cbs @nbc @cnn @pbs @msn…",274,@CBS
0.224,2018-04-29 01:33:46+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",275,@CBS
0.0,2018-04-29 01:33:43+00:00,1.0,0.0,0.0,RT @CherubimResists: @Khalibimrevenge @anoncontent @QanonPosts @shashatheitch22 @AJEnglish @swnsasy @AngryandAsian @42Gnome @CNN @ABC @CBS…,276,@CBS
0.0,2018-04-29 01:33:30+00:00,1.0,0.0,0.0,@Khalibimrevenge @anoncontent @QanonPosts @shashatheitch22 @AJEnglish @swnsasy @AngryandAsian @42Gnome @CNN @ABC… https://t.co/6ZLwr37x2N,277,@CBS
0.0,2018-04-29 01:33:24+00:00,1.0,0.0,0.0,@williamcraddick @DavidForTrump https://t.co/PsteJ4tvUL  @CNNPolitics @TamronMSNBC @CBS @JoeNBC @abcnews… https://t.co/0L9XB2h96X,278,@CBS
0.0,2018-04-29 01:33:17+00:00,1.0,0.0,0.0,"REPORT THE CORRUPT CLINTONS
  @CNNPolitics @CNN @ABC @abcnews @ABCPolitics @CBSNews @CBS @NBCNews @MSNBC https://t.co/ggs6iAEmwl",279,@CBS
-0.759,2018-04-29 01:31:08+00:00,0.763,0.237,0.0,@Liz_Wheeler It is an absolute tragedy what happened to the baby. It does not fit in my mind how the government or… https://t.co/UGC176f8XQ,280,@CBS
0.224,2018-04-29 01:30:32+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",281,@CBS
0.402,2018-04-29 01:30:23+00:00,0.856,0.0,0.144,@DDRANTE @nFuszInc @CNBC @CNN @TechCrunch @nytimes @Oracle @USATODAY @Reuters @CBS @GMA Wish I could to man.   But… https://t.co/gTxUclMPw4,282,@CBS
0.0,2018-04-29 01:30:07+00:00,1.0,0.0,0.0,"FULL EVENT: President Donald Trump MASSIVE Rally in Washington, Michigan - April 28, 2018

ICYMI @abc @cbs @nbc… https://t.co/bGFU8jsDef",283,@CBS
0.572,2018-04-29 01:29:56+00:00,0.817,0.0,0.183,"RT @DDRANTE: Wowwwww
Wish I can go SanFran
But I'm still in Las Vegas

I guarantee y'all $FUSZ @nFuszInc 
Will deliver again 💯%
@cnbc @cnn…",284,@CBS
0.224,2018-04-29 01:27:50+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",285,@CBS
0.572,2018-04-29 01:26:05+00:00,0.793,0.0,0.207,"Wowwwww
Wish I can go SanFran
But I'm still in Las Vegas

I guarantee y'all $FUSZ @nFuszInc 
Will deliver again 💯%… https://t.co/OcM4JZqsh9",286,@CBS
0.0,2018-04-29 01:22:52+00:00,1.0,0.0,0.0,RT @tulumello2011: @foramericaagain @JusticeEdition @MikeWick9 @LouDobbs @realDonaldTrump @JohnBrennan @CNN @jaketapper @MSNBC @FoxNews @je…,287,@CBS
0.712,2018-04-29 01:22:33+00:00,0.835,0.0,0.165,"Did you hear us in Michigan @CNN @NBC @CBS @ABC ? That`s how all of us feel in the ""fly over zone' We LOVE our Pres… https://t.co/BpWEQ9OkB2",288,@CBS
0.817,2018-04-29 01:22:06+00:00,0.691,0.0,0.309,"RT @ofmyships: I need #CagneyandLacey to be picked up @CBS . Please make that possible. Because well, she.. she is more than amazing. ❤ htt…",289,@CBS
0.0,2018-04-29 01:20:27+00:00,1.0,0.0,0.0,"RT @D_S_Cantu: #RockTheVote y'all's!  Get it @BetoORourke!
#FireHannity #FireIngraham #FirePruitt
#BoycottFoxNews
#BoycottNRA 
@abc @cnn @c…",290,@CBS
0.0,2018-04-29 01:19:29+00:00,1.0,0.0,0.0,#CBS.com #Laptop2TV S1E17 — I'm watching Seal Team @SealTeamCBS #SealTeamCBS @CBS #CBS via @TelfieApp #Telfie https://t.co/ZShMTevIBc,291,@CBS
0.224,2018-04-29 01:19:12+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",292,@CBS
0.0,2018-04-29 01:19:08+00:00,1.0,0.0,0.0,RT @blesamerica: @true_pundit @MSNBC @WSJ @ABC @CBS @thehill @nytimes @latimes @dcexaminer @BBCWorld @TheSun @washingtonpost @SkyNews @AP @…,293,@CBS
-0.44,2018-04-29 01:18:51+00:00,0.868,0.132,0.0,Devin Nunes should be hung for Treason along with Kushner &amp; Don Jr @realDonaldTrump @cnn @msnbc @cnbc @foxnews @ABC… https://t.co/cL15FtioBk,294,@CBS
0.0,2018-04-29 01:18:18+00:00,1.0,0.0,0.0,RT @blesamerica: @Senschumer @NancyPelosi @MaxineWaters @AdamSchiffCA @MarkWarner @RepSwalwell @HouseDemocrats @SenateDems @DNC @CNN @MSNBC…,295,@CBS
0.85,2018-04-29 02:22:44+00:00,0.602,0.0,0.398,RT @kjs33928: @ofctimallen Very fun and creative series.  Someone like @Fox @FoxBusiness should pick you up.... #LastManStanding,296,@FOX
0.0,2018-04-29 02:04:37+00:00,1.0,0.0,0.0,@fox isn't showing the correspondents dinner. Of course not because they aren't journalists!,297,@FOX
0.0,2018-04-29 02:04:16+00:00,1.0,0.0,0.0,RT @davisallen46: @cccele4eva @wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZi…,298,@FOX
0.0,2018-04-29 02:04:13+00:00,1.0,0.0,0.0,RT @cccele4eva: @wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive @BurnettOfL…,299,@FOX
-0.557,2018-04-29 01:59:44+00:00,0.723,0.277,0.0,@ladyeng48 @ElisMadison @fox It’s all just noise and nonsense that’s forgotten within hours anyways.,300,@FOX
0.0,2018-04-29 01:52:01+00:00,1.0,0.0,0.0,@cccele4eva @wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274… https://t.co/yKW6U4nAQI,301,@FOX
0.0,2018-04-29 01:48:20+00:00,1.0,0.0,0.0,RT @cccele4eva: @wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive @BurnettOfL…,302,@FOX
0.0,2018-04-29 01:47:10+00:00,1.0,0.0,0.0,RT @cccele4eva: @wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive @BurnettOfL…,303,@FOX
0.0,2018-04-29 01:46:47+00:00,1.0,0.0,0.0,RT @wrs1260: @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive @BurnettOfLeysM @GIT_ER…,304,@FOX
0.807,2018-04-29 01:46:41+00:00,0.723,0.0,0.277,"RT @KKpower7: One strong woman!  .@nikkihaley excellent representation &amp; fierce on the #UN frontline 

“History will record that, on this d…",305,@FOX
0.0,2018-04-29 01:46:35+00:00,1.0,0.0,0.0,@wrs1260 @jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive… https://t.co/AvXxrb5aV9,306,@FOX
0.807,2018-04-29 01:44:00+00:00,0.723,0.0,0.277,"RT @KKpower7: One strong woman!  .@nikkihaley excellent representation &amp; fierce on the #UN frontline 

“History will record that, on this d…",307,@FOX
0.807,2018-04-29 01:35:58+00:00,0.723,0.0,0.277,"RT @KKpower7: One strong woman!  .@nikkihaley excellent representation &amp; fierce on the #UN frontline 

“History will record that, on this d…",308,@FOX
0.402,2018-04-29 01:35:57+00:00,0.895,0.0,0.105,"RT @Evilpa: .@Fox News Your crawl says #AlfieEvans life support was removed, s/ include they took away food &amp; water too.  #Great Britain &amp;…",309,@FOX
0.807,2018-04-29 01:34:30+00:00,0.723,0.0,0.277,"RT @KKpower7: One strong woman!  .@nikkihaley excellent representation &amp; fierce on the #UN frontline 

“History will record that, on this d…",310,@FOX
0.807,2018-04-29 01:34:05+00:00,0.723,0.0,0.277,"RT @KKpower7: One strong woman!  .@nikkihaley excellent representation &amp; fierce on the #UN frontline 

“History will record that, on this d…",311,@FOX
-0.338,2018-04-29 01:34:00+00:00,0.883,0.117,0.0,RT @OneMain: Game on at @TXMotorSpeedway! Watch @Elliott_Sadler conquer the Lone Star State today at 3 pm on @FOX. https://t.co/3dPy3JFG0B…,312,@FOX
0.0,2018-04-29 01:33:26+00:00,1.0,0.0,0.0,@jimbo_always @Libra5405 @TrumpHappiest @Debbiematteo1 @RealBiddle @003a04f8c2054b7 @mkeil7274 @PJZive… https://t.co/WBvCnGDNQ1,313,@FOX
0.612,2018-04-29 01:23:40+00:00,0.75,0.0,0.25,"#Democrats are good at identity politics, exactly what @JoyAnnReid does well. Her homophobic words directly contrad… https://t.co/A5S0Gy67iX",314,@FOX
-0.338,2018-04-29 01:23:02+00:00,0.854,0.146,0.0,"“#Drive-Safe !@Lamborghini cut in half after crashing into light pole, authorities say - @Fox News https://t.co/S2N9lCx7B9",315,@FOX
0.621,2018-04-29 01:16:41+00:00,0.797,0.0,0.203,I hope we get a ratings report.  How many people watched Trump and @fox news vs. Correspondents dinner!!!!… https://t.co/PuIofDCWCW,316,@FOX
-0.556,2018-04-29 01:09:18+00:00,0.841,0.159,0.0,"RT @darylfrazetti: @bititup @gothamshale ""Failure is not an option""...we go all Jerome on the folks at Fox ! #RenewGothamSeason5 @Gotham @f…",317,@FOX
-0.36,2018-04-29 01:05:36+00:00,0.872,0.128,0.0,"@JohnCooper0610 We switched channels. Went to CSPAN, with no commentary! Only listening to 🇺🇸Trump, not @Fox hacks… https://t.co/iFoDFpKJ18",318,@FOX
0.0,2018-04-29 01:04:57+00:00,1.0,0.0,0.0,RT @elianagb8: @miryam_oss @HazalKaya110 @cagatayulusoyy @ayyapim @enginaykanat @netflixturkiye @03Medya @tvgastesi @HazalKaya110  @cagatay…,319,@FOX
0.0,2018-04-29 01:03:04+00:00,1.0,0.0,0.0,Just Checked Tonights #SNL @nbcsnl is a repeat. Was looking forward to a Spoof of @realDonaldTrump on @fox 😗🤣😢,320,@FOX
-0.572,2018-04-29 00:49:28+00:00,0.837,0.163,0.0,Trump is trying to pull a scam on defunding Community Colleges and put the money into private vocational schools th… https://t.co/FLPJFmBRli,321,@FOX
0.402,2018-04-29 00:45:48+00:00,0.876,0.0,0.124,".@Fox News Your crawl says #AlfieEvans life support was removed, s/ include they took away food &amp; water too.… https://t.co/pYwGvrgQhQ",322,@FOX
0.599,2018-04-29 00:40:14+00:00,0.769,0.0,0.231,@HARRISFAULKNER @OutnumberedOT @TonyBerlinMedia @HarperCollins You look beautiful. Whenever I see you on @Fox I thi… https://t.co/sIePbH6ldq,323,@FOX
-0.852,2018-04-29 00:31:21+00:00,0.671,0.329,0.0,@krassenstein @lbpyyz he's lying again. if he knew anything he would have called up @fox&amp; idiots to scream about it. Man's a Moron.,324,@FOX
-0.202,2018-04-29 00:18:50+00:00,0.721,0.159,0.12,"@LarrySabato Twitter about the same: @MSNBC's Reid apologizes for homophobic comments she didn’t make; failed ""Geo… https://t.co/kndtLSNVQ5",325,@FOX
-0.296,2018-04-29 00:13:26+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",326,@FOX
-0.952,2018-04-29 00:11:00+00:00,0.307,0.693,0.0,@realDonaldTrump @FoxNews Um no. Hell no. Hell to the no @FOX Trumpian babbling rants.,327,@FOX
0.459,2018-04-29 00:10:04+00:00,0.64,0.122,0.238,"RT @aesopgalt: #TrumpRally
Great job @Fox news
Drop the feed on the rally?",328,@FOX
0.0,2018-04-29 00:07:44+00:00,1.0,0.0,0.0,RT @elianagb8: @miryam_oss @HazalKaya110 @cagatayulusoyy @ayyapim @enginaykanat @netflixturkiye @03Medya @tvgastesi @HazalKaya110  @cagatay…,329,@FOX
-0.273,2018-04-29 00:03:37+00:00,0.811,0.189,0.0,"@aesopgalt @fox trump was rambling, they had to cut out",330,@FOX
0.459,2018-04-29 00:02:19+00:00,0.592,0.138,0.27,"#TrumpRally
Great job @Fox news
Drop the feed on the rally?",331,@FOX
0.318,2018-04-28 23:47:32+00:00,0.892,0.0,0.108,RT @Chrissygreen12: @marthamaccallum @edhenry @FoxNews @BretBaier Will somebody @fox please look at the MN Goverors race where the GOP elit…,332,@FOX
-0.296,2018-04-28 23:41:51+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",333,@FOX
-0.296,2018-04-28 23:41:36+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",334,@FOX
0.0,2018-04-28 23:34:04+00:00,1.0,0.0,0.0,@patientgrshppr @its_all__fake @Staceylford67 @rial_rocks @President1Trump @realDonaldTrump @FoxNews @GST_Politics @RSBN @fox #meto 😂😂😂😂😂,335,@FOX
0.0,2018-04-28 23:34:01+00:00,1.0,0.0,0.0,"RT @ThaBoxingVoice: We have So much #Boxing on Tonight! 🔥🔥#Boxingfans 
@espn @trboxing
at 4pmPT 
@fox @premierboxing
5:30pmPT 
@ShowtimeBox…",336,@FOX
0.0,2018-04-28 23:32:09+00:00,1.0,0.0,0.0,@realDonaldTrump @FoxNews #MAGA @Fox news @realDonaldTrump #ERADICATE  #MKULTRA #ELECTRONICHARRASSMENT… https://t.co/Qr5krLEbZt,337,@FOX
-0.527,2018-04-28 23:27:28+00:00,0.784,0.216,0.0,"@soledadobrien I hate how @NBC has ruined @oxygen channel 
Watching #Turpin13 but going to change channels to watch… https://t.co/Isiq3LRtWo",338,@FOX
0.0,2018-04-28 23:23:37+00:00,1.0,0.0,0.0,@4TRUMPandTRUTH @fox @realDonaldTrump @foxandfriends He has signed #Section702 signed #FOSTA he keeps signing this… https://t.co/CUOZkvlBI1,339,@FOX
0.524,2018-04-28 23:17:40+00:00,0.825,0.0,0.175,@Lisela36Graham @OMGno2trump @GOP @FoxNews Who’s calling who a meathead? Lol! Nothing burger in his mashed up head!… https://t.co/zj4el6UC4A,340,@FOX
0.026,2018-04-28 23:14:01+00:00,0.717,0.14,0.143,@fox news is so antiTrump on Saturday.  Wow every time I’ve turned to it today they were being negative about… https://t.co/N6byDRVesu,341,@FOX
0.422,2018-04-28 23:13:31+00:00,0.741,0.0,0.259,@T_S_P_O_O_K_Y @CNN @MSNBC @ABC Lol .  You left out @FOX.,342,@FOX
-0.296,2018-04-28 23:11:20+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",343,@FOX
0.34,2018-04-28 23:09:18+00:00,0.815,0.0,0.185,@T_S_P_O_O_K_Y @Sarahchadwickk Well when Juan Williams from @fox uses the term “cake walk” in a sentence describing… https://t.co/v4T3BVOe5i,344,@FOX
0.0,2018-04-28 22:54:22+00:00,1.0,0.0,0.0,"We have So much #Boxing on Tonight! 🔥🔥#Boxingfans 
@espn @trboxing
at 4pmPT 
@fox @premierboxing
5:30pmPT… https://t.co/V65LEY44sD",345,@FOX
-0.296,2018-04-28 22:41:10+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",346,@FOX
0.0,2018-04-28 22:35:21+00:00,1.0,0.0,0.0,"RT @FootballUGA: “With the eighth pick in the 2018 #NFLDraft , the Chicago Bears select... Roquan Smith, linebacker, Georgia.”

📺: #NFLDraf…",347,@FOX
0.0,2018-04-28 22:34:39+00:00,1.0,0.0,0.0,@its_all__fake @Staceylford67 @rial_rocks @President1Trump @realDonaldTrump @FoxNews @GST_Politics @RSBN I have @fox on and twit same time,348,@FOX
0.0,2018-04-28 22:17:01+00:00,1.0,0.0,0.0,"Los comentaristas están extra-explicativos en este #SaltLakeCitySX ya que, al ser emitido por @FOX, es más que prob… https://t.co/TxhI7ohvxu",349,@FOX
0.424,2018-04-28 22:14:39+00:00,0.597,0.125,0.278,@FoxNews @jeffmason1 @Fox News saying something less than supportive about Trump? I am truly shocked!,350,@FOX
-0.296,2018-04-28 22:12:11+00:00,0.896,0.104,0.0,"En directo desde el Rice-Eccles Stadium de Salt Lake City a través de @FOX (sí, FOX, no @FOXSports)... la penúltima… https://t.co/0sRltEJeWV",351,@FOX
0.0,2018-04-28 22:04:04+00:00,1.0,0.0,0.0,"RT @FootballUGA: “With the eighth pick in the 2018 #NFLDraft , the Chicago Bears select... Roquan Smith, linebacker, Georgia.”

📺: #NFLDraf…",352,@FOX
-0.296,2018-04-28 21:59:58+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",353,@FOX
0.0,2018-04-28 21:59:28+00:00,1.0,0.0,0.0,"@kReEsTaL @fox You mention one side of visibility (the one for the speaker), but there is another - that was partic… https://t.co/xhbqZ4j9DX",354,@FOX
0.0,2018-04-28 21:48:18+00:00,1.0,0.0,0.0,"RT @kReEsTaL: Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",355,@FOX
-0.296,2018-04-28 21:37:30+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",356,@FOX
-0.296,2018-04-28 21:33:57+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",357,@FOX
0.0,2018-04-28 21:30:53+00:00,1.0,0.0,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox @realDonaldTrump  https://t.co/bra2fIZ1az,358,@FOX
-0.296,2018-04-28 21:30:02+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",359,@FOX
0.0,2018-04-28 21:25:46+00:00,1.0,0.0,0.0,"RT @smasm8688: #1MayıstaKitlerKadroya 
Taşerona müjde verilsin artık 
@Akparti @RT_Erdogan @tcbestepe @TC_Basbakan @BA_Yildirim @jsarierogl…",360,@FOX
-0.103,2018-04-28 21:17:36+00:00,0.737,0.142,0.121,"@DeplorableNew @_SeanDean @FLOTUS @fox @realDonaldTrump :-) you have a problem with facetious identification and interpretation, don't you?",361,@FOX
0.0,2018-04-28 21:17:32+00:00,1.0,0.0,0.0,@fox xfinity commentators need way more training. Stick to driving boys,362,@FOX
0.0,2018-04-28 21:16:44+00:00,1.0,0.0,0.0,@VancityReynolds @GroovyBruce @fox can we have an old man Deadpool movie #greenlightthis,363,@FOX
-0.721,2018-04-28 21:14:15+00:00,0.646,0.354,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox @realDonaldTrump You have a problem with comprehension don’t you? SMH!,364,@FOX
-0.633,2018-04-28 21:14:03+00:00,0.756,0.244,0.0,"@DeplorableNew @_SeanDean @FLOTUS @fox You throw around the words ""proof"" and ""proven"" quite lightly.  With no problem, eh?",365,@FOX
0.0,2018-04-28 21:11:32+00:00,1.0,0.0,0.0,"@DeplorableNew @_SeanDean @FLOTUS @fox Are you referring to @realDonaldTrump here, I presume?",366,@FOX
0.0,2018-04-28 21:06:03+00:00,1.0,0.0,0.0,"RT @kReEsTaL: Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",367,@FOX
0.0,2018-04-28 20:59:08+00:00,1.0,0.0,0.0,"Tom Brokaw’s letter mentions that he introduced Linda Vester to Roger Ailes &amp; helped her get a job at @Fox.

She wo… https://t.co/jXQi9wJgOp",368,@FOX
-0.296,2018-04-28 20:49:56+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",369,@FOX
-0.296,2018-04-28 20:42:01+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",370,@FOX
-0.296,2018-04-28 20:41:04+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",371,@FOX
0.0,2018-04-28 20:39:22+00:00,1.0,0.0,0.0,"RT @kReEsTaL: Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",372,@FOX
0.0,2018-04-28 20:36:59+00:00,1.0,0.0,0.0,"@sjj5614 @DIRECTVNowHelp @fox I know, man. Every. Single. Night.",373,@FOX
0.0,2018-04-28 20:36:38+00:00,1.0,0.0,0.0,"RT @kReEsTaL: Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",374,@FOX
0.637,2018-04-28 20:36:23+00:00,0.679,0.0,0.321,"@TimTimgiles2 @DIRECTVNowHelp @fox Yes, I agree. YoutubeTV has them for the Portland area, btw.",375,@FOX
0.0,2018-04-28 20:35:56+00:00,1.0,0.0,0.0,"Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",376,@FOX
-0.296,2018-04-28 20:35:00+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",377,@FOX
-0.296,2018-04-28 20:27:18+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",378,@FOX
-0.296,2018-04-28 20:26:47+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",379,@FOX
0.0,2018-04-28 20:26:30+00:00,1.0,0.0,0.0,RT @RobertDRoseJr1: 🇺🇸@realDonaldTrump @TheView @ap @CNNPolitics @USATODAY @abc @nbc @cbs @cmoraff @fox @NBCPolitics @ABCPolitics @CBSNews…,380,@FOX
-0.296,2018-04-28 20:22:52+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",381,@FOX
-0.296,2018-04-28 20:21:41+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",382,@FOX
-0.296,2018-04-28 20:14:02+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",383,@FOX
-0.296,2018-04-28 20:13:49+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",384,@FOX
-0.511,2018-04-28 20:02:20+00:00,0.82,0.18,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox Go ahead and believe the pathological liar because it suits your narrative.,385,@FOX
-0.571,2018-04-28 20:01:32+00:00,0.813,0.187,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox Not narrow minded just stating facts!its been proven pathological liars can pa… https://t.co/r4aIr82tWk,386,@FOX
0.301,2018-04-28 19:38:16+00:00,0.871,0.0,0.129,@raeee_anne @archerfxx @BobsBurgersFOX Kinda looks like Dylan Mcdermett in the @fox show LA to Vegas #captaindave,387,@FOX
-0.296,2018-04-28 19:21:22+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",388,@FOX
